Country,StateName,StateCode,Year,I1139_5_sum,I1139_5_avg,I1139_6_sum,I1139_6_avg,I1139_7_sum,I1139_7_avg,I1139_8_sum,I1139_8_avg,I1139_9_sum,I1139_9_avg,I1139_10_sum,I1139_10_avg
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2024",15000.0,750.0,8740.0,437.0,10016.0,500.8,2857.0,158.72222222222223,9509.0,475.45,405.0,22.5
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2025",14500.0,725.0,6034.0,301.7,5493.0,274.65,1671.0,92.83333333333333,7103.0,355.15,-475.0,-26.38888888888889
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2017",14845.0,618.5416666666666,14845.0,618.5416666666666,8793.0,366.375,1177.0,49.041666666666664,0.0,0.0,0.0,0.0
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2018",18957.0,789.875,18957.0,789.875,11212.0,467.1666666666667,1361.0,56.708333333333336,8793.0,366.375,1930.0,80.41666666666667
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2019",17580.0,732.5,17580.0,732.5,11337.0,472.375,1113.0,46.375,11212.0,467.1666666666667,2716.0,113.16666666666667
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2020",18000.0,750.0,18000.0,750.0,8756.0,364.8333333333333,902.0,37.583333333333336,11337.0,472.375,732.0,30.5
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2021",14000.0,583.3333333333334,14000.0,583.3333333333334,10766.0,448.5833333333333,1761.0,73.375,8756.0,364.8333333333333,1644.0,68.5
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2022",14500.0,604.1666666666666,14500.0,604.1666666666666,11243.0,468.4583333333333,1648.0,68.66666666666667,10766.0,448.5833333333333,500.0,20.833333333333332
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2023",12500.0,520.8333333333334,12500.0,520.8333333333334,11341.0,472.5416666666667,2020.0,84.16666666666667,11243.0,468.4583333333333,-36.0,-1.5
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2024",12000.0,500.0,6989.0,291.2083333333333,7402.0,308.4166666666667,2494.0,103.91666666666667,6924.0,288.5,4.0,0.16666666666666666
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2025",11200.0,466.6666666666667,4657.0,194.04166666666666,4637.0,193.20833333333334,2025.0,84.375,5477.0,228.20833333333334,-651.0,-27.125
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2017",55104.0,1148.0,55104.0,1148.0,38164.0,795.0833333333334,2508.0,54.52173913043478,0.0,0.0,0.0,0.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018",70811.0,1475.2291666666667,70811.0,1475.2291666666667,45388.0,945.5833333333334,2997.0,65.15217391304348,38164.0,795.0833333333334,42268.0,918.8695652173913
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019",60000.0,1250.0,60000.0,1250.0,56023.0,1167.1458333333333,3811.0,82.84782608695652,45388.0,945.5833333333334,2897.0,62.97826086956522
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020",65000.0,1354.1666666666667,65000.0,1354.1666666666667,45604.0,950.0833333333334,3589.0,78.02173913043478,56023.0,1167.1458333333333,13243.0,287.89130434782606
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",65000.0,1354.1666666666667,65000.0,1354.1666666666667,52256.0,1088.6666666666667,3756.0,81.65217391304348,45604.0,950.0833333333334,947.0,20.58695652173913
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",70000.0,1458.3333333333333,70000.0,1458.3333333333333,57318.0,1194.125,3921.0,85.23913043478261,52256.0,1088.6666666666667,631.0,13.717391304347826
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2023",70000.0,1458.3333333333333,70000.0,1458.3333333333333,60479.0,1259.9791666666667,3703.0,80.5,57318.0,1194.125,504.0,10.956521739130435
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2024",63000.0,1312.5,36729.0,765.1875,36294.0,756.125,4803.0,104.41304347826087,34491.0,718.5625,599.0,13.021739130434783
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2025",65000.0,1354.1666666666667,27062.0,563.7916666666666,23074.0,480.7083333333333,4142.0,86.29166666666667,27320.0,569.1666666666666,-870.0,-18.125
India,Karnataka,29,"Calendar Year (Jan - Dec), 2017",99702.0,1608.0967741935483,99702.0,1608.0967741935483,70002.0,1129.0645161290322,3606.0,60.1,0.0,0.0,0.0,0.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2018",118895.0,1917.6612903225807,118895.0,1917.6612903225807,79070.0,1275.3225806451612,3819.0,63.65,70002.0,1129.0645161290322,21918.0,365.3
India,Karnataka,29,"Calendar Year (Jan - Dec), 2019",130000.0,2096.7741935483873,130000.0,2096.7741935483873,90064.0,1452.6451612903227,3520.0,58.666666666666664,79070.0,1275.3225806451612,3701.0,61.68333333333333
India,Karnataka,29,"Calendar Year (Jan - Dec), 2020",135000.0,2177.4193548387098,135000.0,2177.4193548387098,64260.0,1036.4516129032259,2531.0,42.18333333333333,90064.0,1452.6451612903227,-578.0,-9.633333333333333
India,Karnataka,29,"Calendar Year (Jan - Dec), 2021",135000.0,2177.4193548387098,135000.0,2177.4193548387098,70540.0,1137.741935483871,2951.0,49.18333333333333,64260.0,1036.4516129032259,1216.5,20.275
India,Karnataka,29,"Calendar Year (Jan - Dec), 2022",100000.0,1612.9032258064517,100000.0,1612.9032258064517,79092.0,1275.6774193548388,5451.5,90.85833333333333,70540.0,1137.741935483871,2098.0,34.96666666666667
India,Karnataka,29,"Calendar Year (Jan - Dec), 2023",100000.0,1612.9032258064517,100000.0,1612.9032258064517,80586.0,1299.774193548387,5661.0,94.35,79092.0,1275.6774193548388,3812.0,63.53333333333333
India,Karnataka,29,"Calendar Year (Jan - Dec), 2024",90000.0,1451.6129032258063,52476.0,846.3870967741935,44516.0,718.0,5790.0,96.5,47158.0,760.6129032258065,-101.5,-1.6916666666666667
India,Karnataka,29,"Calendar Year (Jan - Dec), 2025",80000.0,1290.3225806451612,33309.0,537.241935483871,26412.0,426.0,4640.5,77.34166666666667,34052.0,549.2258064516129,-1432.5,-23.875
India,Kerala,32,"Calendar Year (Jan - Dec), 2017",28957.0,1034.1785714285713,28957.0,1034.1785714285713,20831.0,743.9642857142857,1752.0,62.57142857142857,0.0,0.0,0.0,0.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2018",31986.0,1142.357142857143,31986.0,1142.357142857143,24106.0,860.9285714285714,1831.0,65.39285714285714,20831.0,743.9642857142857,1276.0,45.57142857142857
